Year,Year ending,Police Service Area,Local Government Area,Latitude,Longitude,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2021,March,Yarra,Yarra,-37.7979219,144.9887218,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,B Property and deception offences,B50 Deception,B59 Other deception offences,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,3,3,3
2021,March,Yarra,Yarra,-37.7979219,144.9887218,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,104,102.6,102.6
2021,March,Yarra,Yarra,-37.7979219,144.9887218,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,3,3,3
2021,March,Yarra,Yarra,-37.7979219,144.9887218,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,9,8.9,8.9
2021,March,Yarra,Yarra,-37.7979219,144.9887218,C Drug offences,C30 Drug use and possession,C31 Drug use,4,3.9,3.9
2021,March,Yarra,Yarra,-37.7979219,144.9887218,C Drug offences,C30 Drug use and possession,C32 Drug possession,314,309.9,309.9
2021,March,Yarra,Yarra,-37.7979219,144.9887218,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,31,30.6,30.6
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,251,247.7,247.7
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,16,15.8,15.8
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,152,150,150
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,72,71.1,71.1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,16,15.8,15.8
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,13,12.8,12.8
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,7,6.9,6.9
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,34,33.6,33.6
2021,March,Yarra,Yarra,-37.7979219,144.9887218,D Public order and security offences,D40 Public security offences,D43 Hacking,4,3.9,3.9
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,2,2
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,98,96.7,96.7
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,6,5.9,5.9
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,6,5.9,5.9
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,248,244.8,244.8
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,51,50.3,50.3
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,449,443.1,443.1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,2,2
2021,March,Yarra,Yarra,-37.7979219,144.9887218,F Other offences,F20 Transport regulation offences,F21 Public transport,3,3,3
2021,March,Yarra,Yarra,-37.7979219,144.9887218,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,4,3.9,3.9
2021,March,Yarra,Yarra,-37.7979219,144.9887218,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,1,1
2021,March,Yarra,Yarra,-37.7979219,144.9887218,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,"1,276","1,259.30","1,259.30"
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.3,1.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,95,59.6,59.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,111,69.7,69.7
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",28,17.6,17.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,233,146.3,146.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,128,80.4,80.4
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,189,118.7,118.7
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,4,2.5,2.5
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,8,5,5
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,11,6.9,6.9
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3,1.9,1.9
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,21,13.2,13.2
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,21,13.2,13.2
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,13,8.2,8.2
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,12,7.5,7.5
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,45,28.3,28.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,49,30.8,30.8
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,18,11.3,11.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,16,10,10
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,38,23.9,23.9
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B10 Arson,B11 Cause damage by fire,18,11.3,11.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B10 Arson,B19 Other fire related offences,25,15.7,15.7
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B20 Property damage,B21 Criminal damage,475,298.2,298.2
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B20 Property damage,B22 Graffiti,105,65.9,65.9
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B20 Property damage,B29 Other property damage offences,6,3.8,3.8
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,30,18.8,18.8
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3,1.9,1.9
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,273,171.4,171.4
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,233,146.3,146.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,153,96.1,96.1
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,576,361.6,361.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B40 Theft,B43 Steal from a retail store,184,115.5,115.5
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,33,20.7,20.7
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,117,73.5,73.5
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B40 Theft,B49 Other theft,397,249.2,249.2
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,42,26.4,26.4
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,247,155.1,155.1
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B50 Deception,B54 State false information,9,5.7,5.7
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,B Property and deception offences,B50 Deception,B59 Other deception offences,3,1.9,1.9
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,46,28.9,28.9
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,21,13.2,13.2
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,13,8.2,8.2
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,C Drug offences,C30 Drug use and possession,C31 Drug use,2,1.3,1.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,C Drug offences,C30 Drug use and possession,C32 Drug possession,224,140.6,140.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,C Drug offences,C90 Other drug offences,C99 Other drug offences,2,1.3,1.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,28,17.6,17.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,123,77.2,77.2
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,2.5,2.5
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,9,5.7,5.7
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,49,30.8,30.8
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,23,14.4,14.4
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,2.5,2.5
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,9,5.7,5.7
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,24,15.1,15.1
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,86,54,54
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,1.9,1.9
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,27,17,17
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,523,328.3,328.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,57,35.8,35.8
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,164,103,103
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,F Other offences,F20 Transport regulation offences,F21 Public transport,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,0.6,0.6
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,2,1.3,1.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,2,1.3,1.3
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,718,450.8,450.8
2021,March,Yarra Ranges,Yarra Ranges,-37.7450808,145.7133909,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,7,4.4,4.4
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,153,128.7,137.4
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,139,116.9,124.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",37,31.1,33.2
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,227,190.9,203.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,172,144.6,154.5
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,173,145.5,155.4
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,3,2.5,2.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,4,3.4,3.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,28,23.5,25.1
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2,1.7,1.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,4,3.4,3.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,18,15.1,16.2
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,15,12.6,13.5
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,9,7.6,8.1
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,2,1.7,1.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,23,19.3,20.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,17,14.3,15.3
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,45,37.8,40.4
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,13,10.9,11.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,49,41.2,44
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B10 Arson,B11 Cause damage by fire,118,99.2,106
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B10 Arson,B12 Cause a bushfire,5,4.2,4.5
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B10 Arson,B19 Other fire related offences,7,5.9,6.3
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B20 Property damage,B21 Criminal damage,737,619.8,661.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B20 Property damage,B22 Graffiti,77,64.8,69.1
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B20 Property damage,B29 Other property damage offences,4,3.4,3.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,170,143,152.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3,2.5,2.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,515,433.1,462.5
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,180,151.4,161.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,593,498.7,532.5
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"1,469","1,235.30","1,319.10"
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B40 Theft,B43 Steal from a retail store,510,428.9,458
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,84,70.6,75.4
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,165,138.8,148.2
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B40 Theft,B49 Other theft,871,732.4,782.1
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,76,63.9,68.2
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,240,201.8,215.5
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B50 Deception,B54 State false information,12,10.1,10.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1,0.8,0.9
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,B Property and deception offences,B50 Deception,B59 Other deception offences,1,0.8,0.9
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,42,35.3,37.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,13,10.9,11.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,0.8,0.9
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,C Drug offences,C30 Drug use and possession,C31 Drug use,4,3.4,3.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,C Drug offences,C30 Drug use and possession,C32 Drug possession,139,116.9,124.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,C Drug offences,C90 Other drug offences,C99 Other drug offences,3,2.5,2.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,46,38.7,41.3
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,131,110.2,117.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,3.4,3.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,4,3.4,3.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,63,53,56.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,21,17.7,18.9
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,3.4,3.6
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,12,10.1,10.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,6,5,5.4
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,3,2.5,2.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,22,18.5,19.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,1.7,1.8
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.8,0.9
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.8,0.9
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,341,286.8,306.2
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,15,12.6,13.5
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,5,4.2,4.5
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,19,16,17.1
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,375,315.3,336.7
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,76,63.9,68.2
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,353,296.8,317
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,26,21.9,23.3
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,0.8,0.9
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.8,0.9
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,0.8,0.9
2020,March,Ballarat,Ballarat,-37.5621587,143.8502556,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,5,4.2,4.5
